能力評価,性格診断結果,思索型:内閉性,自制型:弱気さ,従順性,ﾓﾗﾄﾘｱﾑ傾向,自己信頼性,努力型:持続性,積極性,協調性,共感性,努力型:規則性
,A,48.0,41.0,46.0,56.0,51.0,62.0,24.0,51.0,21.0,79.0
C,－,48.0,,,,55.0,59.0,52.0,28.0,,
,S,55.0,56.0,25.0,50.0,20.0,26.0,,61.0,33.0,
A,S,54.0,38.0,57.0,50.0,33.0,41.0,41.0,14.0,29.0,
,D,31.0,96.0,39.0,,36.0,36.0,71.0,66.0,33.0,46.0
A,D,42.0,79.0,48.0,45.0,29.0,20.0,41.0,16.0,19.0,66.0
A,C,41.0,55.0,59.0,44.0,56.0,46.0,40.0,74.0,14.0,35.0
B,D,64.0,65.0,33.0,35.0,43.0,24.0,62.0,43.0,34.0,51.0
A,－,39.0,48.0,,34.0,48.0,,49.0,72.0,20.0,63.0
B,－,,45.0,50.0,30.0,50.0,,51.0,61.0,20.0,72.0
,C,37.0,47.0,49.0,36.0,,43.0,11.0,,27.0,46.0
A,B,41.0,92.0,60.0,46.0,,41.0,47.0,20.0,45.0,44.0
A,C,36.0,,,52.0,31.0,51.0,,58.0,37.0,56.0
A,B,50.0,66.0,,32.0,46.0,16.0,16.0,38.0,39.0,40.0
A,B,79.0,,43.0,55.0,46.0,,71.0,43.0,,50.0
A,A,46.0,56.0,50.0,31.0,51.0,,46.0,38.0,30.0,42.0
B,－,38.0,37.0,,48.0,31.0,20.0,,51.0,41.0,
,S,,51.0,22.0,49.0,26.0,24.0,,,37.0,40.0
B,D,57.0,48.0,44.0,35.0,27.0,31.0,39.0,,12.0,46.0
B,B,47.0,66.0,,54.0,,46.0,67.0,25.0,52.0,58.0
A,S,33.0,,54.0,27.0,,78.0,61.0,24.0,35.0,53.0
B,C,49.0,37.0,53.0,39.0,27.0,55.0,52.0,31.0,29.0,43.0
A,D,67.0,42.0,55.0,36.0,29.0,36.0,71.0,33.0,49.0,29.0
B,B,,85.0,36.0,32.0,19.0,33.0,,41.0,30.0,55.0
,S,,,51.0,44.0,32.0,63.0,66.0,74.0,47.0,64.0
A,－,,48.0,45.0,,45.0,18.0,60.0,17.0,44.0,
,A,27.0,52.0,23.0,38.0,30.0,67.0,40.0,48.0,28.0,
A,D,,,,44.0,55.0,38.0,64.0,32.0,21.0,
,D,,65.0,24.0,63.0,29.0,54.0,32.0,,,39.0
C,A,46.0,42.0,,,45.0,64.0,53.0,30.0,,60.0
B,A,54.0,59.0,59.0,,42.0,66.0,67.0,48.0,,
B,C,55.0,67.0,46.0,31.0,,24.0,51.0,28.0,39.0,
B,C,27.0,88.0,45.0,30.0,41.0,28.0,56.0,,,63.0
,B,,,39.0,73.0,59.0,24.0,52.0,50.0,27.0,
B,B,49.0,40.0,42.0,35.0,42.0,40.0,50.0,50.0,19.0,59.0
B,B,63.0,57.0,30.0,45.0,59.0,39.0,38.0,59.0,32.0,58.0
B,B,82.0,76.0,31.0,,,42.0,62.0,45.0,27.0,
A,－,,47.0,,58.0,35.0,37.0,70.0,36.0,41.0,51.0
A,D,49.0,,,48.0,26.0,,63.0,18.0,20.0,60.0
A,D,,,,,,37.0,63.0,,20.0,47.0
A,－,52.0,43.0,,47.0,,,74.0,55.0,38.0,
A,－,,,,35.0,24.0,20.0,46.0,59.0,28.0,64.0
,B,57.0,53.0,32.0,34.0,38.0,29.0,34.0,38.0,34.0,53.0
B,S,72.0,72.0,44.0,,37.0,,,21.0,17.0,40.0
B,D,,,44.0,31.0,30.0,16.0,31.0,21.0,23.0,57.0
,D,78.0,61.0,32.0,54.0,29.0,34.0,35.0,49.0,,29.0
,C,69.0,40.0,41.0,44.0,29.0,51.0,74.0,31.0,13.0,
A,D,38.0,,50.0,36.0,,16.0,,61.0,62.0,56.0
A,D,84.0,75.0,51.0,28.0,24.0,47.0,,33.0,45.0,59.0
,C,64.0,59.0,22.0,,47.0,42.0,34.0,48.0,12.0,
A,A,55.0,60.0,26.0,39.0,39.0,57.0,,58.0,63.0,
B,D,31.0,47.0,30.0,,36.0,,74.0,11.0,10.0,51.0
,－,44.0,59.0,62.0,31.0,21.0,31.0,74.0,17.0,28.0,58.0
,D,58.0,44.0,,48.0,,63.0,69.0,,42.0,66.0
B,B,,48.0,39.0,42.0,19.0,43.0,61.0,61.0,45.0,55.0
,D,,75.0,54.0,29.0,43.0,,23.0,56.0,16.0,59.0
B,D,54.0,,46.0,43.0,52.0,31.0,33.0,72.0,15.0,56.0
C,C,31.0,51.0,33.0,46.0,27.0,61.0,,24.0,23.0,41.0
,－,43.0,35.0,49.0,48.0,19.0,55.0,63.0,44.0,34.0,
,S,61.0,42.0,,56.0,77.0,23.0,65.0,74.0,34.0,45.0
A,A,,78.0,,49.0,23.0,,63.0,43.0,35.0,48.0
B,D,36.0,36.0,,59.0,32.0,20.0,,,37.0,
C,S,73.0,,59.0,31.0,41.0,56.0,,74.0,,74.0
C,D,33.0,46.0,42.0,28.0,45.0,,,,45.0,55.0
,S,28.0,33.0,53.0,49.0,31.0,55.0,27.0,57.0,25.0,53.0
,D,39.0,42.0,23.0,49.0,48.0,62.0,52.0,31.0,30.0,69.0
,－,42.0,47.0,36.0,68.0,35.0,26.0,42.0,39.0,20.0,46.0
B,B,41.0,,53.0,51.0,80.0,60.0,31.0,29.0,10.0,27.0
B,D,50.0,57.0,34.0,48.0,37.0,46.0,20.0,16.0,20.0,50.0
A,－,,69.0,22.0,41.0,,27.0,17.0,,15.0,38.0
,D,55.0,43.0,51.0,57.0,37.0,33.0,,57.0,27.0,42.0
,B,49.0,64.0,56.0,,49.0,53.0,33.0,60.0,29.0,55.0
,A,52.0,84.0,36.0,52.0,49.0,26.0,,,22.0,67.0
B,B,51.0,44.0,,26.0,45.0,54.0,32.0,39.0,27.0,59.0
A,S,30.0,42.0,46.0,,,45.0,29.0,46.0,,70.0
B,D,66.0,82.0,45.0,49.0,34.0,19.0,45.0,63.0,32.0,50.0
B,S,53.0,90.0,45.0,44.0,39.0,41.0,46.0,20.0,10.0,45.0
A,－,60.0,56.0,55.0,49.0,41.0,,,,51.0,62.0
,－,32.0,86.0,47.0,34.0,23.0,37.0,44.0,36.0,59.0,79.0
,D,43.0,48.0,43.0,36.0,47.0,18.0,72.0,67.0,61.0,
B,C,65.0,53.0,51.0,58.0,38.0,33.0,57.0,17.0,32.0,45.0
,C,71.0,45.0,43.0,44.0,25.0,64.0,50.0,48.0,38.0,
B,－,44.0,54.0,32.0,,,,,37.0,33.0,58.0
B,A,44.0,69.0,51.0,29.0,27.0,,,39.0,34.0,57.0
B,D,,49.0,39.0,31.0,26.0,42.0,27.0,43.0,14.0,48.0
A,－,52.0,37.0,,37.0,,47.0,48.0,47.0,61.0,49.0
B,A,46.0,85.0,50.0,52.0,,19.0,49.0,61.0,39.0,57.0
B,－,44.0,,52.0,49.0,38.0,36.0,26.0,62.0,13.0,43.0
B,S,48.0,64.0,,36.0,36.0,63.0,12.0,69.0,,41.0
B,S,38.0,42.0,58.0,39.0,,33.0,39.0,42.0,,65.0
A,A,48.0,43.0,59.0,,25.0,45.0,,52.0,50.0,
,B,39.0,62.0,43.0,,37.0,,62.0,,,32.0
C,S,39.0,,,31.0,,26.0,,40.0,41.0,70.0
B,S,46.0,,31.0,35.0,33.0,48.0,65.0,39.0,33.0,60.0
B,D,36.0,47.0,52.0,38.0,27.0,24.0,23.0,68.0,50.0,
B,－,,52.0,41.0,33.0,27.0,,28.0,46.0,49.0,51.0
,S,79.0,61.0,45.0,39.0,53.0,14.0,74.0,18.0,22.0,58.0
,C,52.0,71.0,53.0,,34.0,23.0,42.0,45.0,12.0,59.0
,C,45.0,,57.0,,57.0,,,18.0,37.0,62.0
A,D,,27.0,,39.0,67.0,,45.0,16.0,,47.0
B,B,57.0,31.0,53.0,46.0,,66.0,,48.0,,47.0
A,－,,59.0,40.0,32.0,36.0,25.0,,31.0,45.0,
B,C,42.0,60.0,51.0,38.0,31.0,29.0,73.0,63.0,54.0,33.0
,－,,87.0,,68.0,59.0,,,59.0,41.0,
B,A,55.0,43.0,28.0,46.0,,28.0,,24.0,27.0,53.0
B,A,51.0,62.0,33.0,,56.0,33.0,,74.0,10.0,44.0
C,A,39.0,82.0,28.0,,45.0,,,,46.0,55.0
A,A,56.0,,47.0,47.0,33.0,56.0,61.0,19.0,32.0,51.0
C,S,29.0,30.0,65.0,27.0,44.0,,43.0,28.0,52.0,
B,A,76.0,39.0,46.0,26.0,41.0,40.0,,28.0,19.0,50.0
B,－,63.0,,41.0,,33.0,,62.0,24.0,,44.0
,S,54.0,64.0,41.0,,38.0,35.0,67.0,30.0,10.0,39.0
B,－,39.0,42.0,37.0,35.0,34.0,53.0,47.0,48.0,,
,A,,30.0,25.0,,,48.0,47.0,42.0,30.0,
,－,51.0,81.0,,41.0,38.0,55.0,33.0,,41.0,
B,－,58.0,62.0,28.0,26.0,30.0,56.0,27.0,48.0,20.0,40.0
B,－,39.0,45.0,,41.0,39.0,50.0,37.0,,35.0,59.0
,－,82.0,64.0,44.0,,50.0,23.0,55.0,56.0,,46.0
B,B,67.0,81.0,79.0,52.0,,72.0,26.0,8.0,29.0,37.0
B,C,41.0,,48.0,46.0,,34.0,33.0,70.0,10.0,64.0
A,－,38.0,51.0,46.0,44.0,,54.0,41.0,65.0,37.0,42.0
A,－,54.0,53.0,41.0,44.0,,49.0,64.0,14.0,23.0,
A,－,39.0,51.0,60.0,66.0,22.0,59.0,25.0,50.0,,57.0
A,S,62.0,48.0,47.0,52.0,,52.0,56.0,26.0,27.0,47.0
B,B,,74.0,47.0,46.0,,63.0,62.0,58.0,39.0,59.0
B,B,,61.0,,42.0,56.0,55.0,,62.0,26.0,42.0
B,－,40.0,69.0,22.0,35.0,,,65.0,22.0,26.0,59.0
B,D,53.0,45.0,48.0,42.0,57.0,49.0,53.0,52.0,11.0,45.0
A,C,39.0,43.0,52.0,50.0,34.0,30.0,74.0,54.0,,44.0
B,B,48.0,87.0,48.0,44.0,29.0,48.0,52.0,67.0,43.0,49.0
B,D,,32.0,43.0,25.0,21.0,,74.0,61.0,26.0,67.0
B,D,,79.0,44.0,,32.0,52.0,54.0,35.0,60.0,43.0
B,－,40.0,44.0,22.0,69.0,34.0,14.0,60.0,34.0,36.0,29.0
A,－,,94.0,53.0,52.0,39.0,,74.0,24.0,22.0,
A,D,55.0,47.0,39.0,44.0,33.0,64.0,23.0,32.0,23.0,
A,－,,,44.0,58.0,30.0,22.0,61.0,44.0,20.0,52.0
,A,77.0,60.0,47.0,53.0,29.0,36.0,,42.0,,54.0
A,S,53.0,42.0,,28.0,11.0,60.0,47.0,,43.0,75.0
B,S,27.0,48.0,,38.0,46.0,21.0,33.0,50.0,,
A,－,63.0,47.0,39.0,58.0,,38.0,44.0,45.0,35.0,73.0
B,D,46.0,56.0,52.0,52.0,43.0,,32.0,,25.0,
B,－,39.0,76.0,,51.0,52.0,63.0,18.0,14.0,20.0,49.0
B,A,49.0,41.0,69.0,55.0,,51.0,57.0,,12.0,53.0
,－,68.0,64.0,48.0,43.0,38.0,18.0,,14.0,19.0,69.0
,C,60.0,,26.0,40.0,46.0,,,29.0,58.0,32.0
A,S,27.0,48.0,41.0,57.0,29.0,41.0,56.0,68.0,27.0,
A,S,,,35.0,45.0,29.0,41.0,54.0,74.0,45.0,62.0
B,－,62.0,,38.0,43.0,38.0,55.0,,71.0,,
B,S,54.0,57.0,37.0,31.0,43.0,14.0,36.0,34.0,25.0,36.0
B,A,51.0,83.0,45.0,,26.0,,40.0,56.0,24.0,
A,S,37.0,,47.0,61.0,40.0,,,20.0,27.0,56.0
,D,80.0,,28.0,56.0,63.0,39.0,55.0,13.0,20.0,
B,－,37.0,62.0,48.0,48.0,29.0,52.0,74.0,60.0,30.0,50.0
B,－,27.0,,51.0,,39.0,,74.0,61.0,29.0,44.0
B,A,65.0,94.0,37.0,43.0,19.0,47.0,64.0,,41.0,49.0
A,A,87.0,47.0,,56.0,44.0,27.0,11.0,,43.0,67.0
B,B,60.0,45.0,42.0,72.0,55.0,27.0,47.0,,50.0,60.0
B,D,,39.0,45.0,24.0,48.0,32.0,27.0,65.0,54.0,55.0
C,A,65.0,67.0,,40.0,51.0,55.0,33.0,59.0,33.0,42.0
,C,43.0,91.0,67.0,,32.0,59.0,,58.0,17.0,48.0
A,D,,,45.0,44.0,,30.0,58.0,63.0,34.0,54.0
A,B,56.0,86.0,40.0,55.0,44.0,14.0,,43.0,18.0,49.0
A,D,49.0,37.0,43.0,46.0,,47.0,,74.0,63.0,60.0
B,B,69.0,71.0,45.0,46.0,33.0,52.0,32.0,55.0,26.0,79.0
B,－,,69.0,22.0,27.0,61.0,,55.0,39.0,21.0,64.0
B,A,27.0,,52.0,49.0,33.0,,26.0,74.0,46.0,40.0
B,B,,46.0,46.0,51.0,38.0,24.0,66.0,70.0,,55.0
,A,48.0,,39.0,35.0,39.0,,45.0,57.0,,64.0
,C,34.0,,52.0,,48.0,,57.0,,36.0,52.0
B,－,27.0,77.0,36.0,37.0,39.0,,51.0,42.0,33.0,44.0
B,S,,,47.0,60.0,38.0,25.0,57.0,38.0,,74.0
,－,,75.0,50.0,44.0,49.0,,27.0,36.0,,56.0
,－,38.0,,,44.0,66.0,57.0,74.0,67.0,23.0,53.0
B,S,,30.0,,47.0,,65.0,69.0,57.0,39.0,42.0
A,B,71.0,43.0,22.0,59.0,11.0,,49.0,34.0,65.0,
,C,32.0,62.0,,28.0,57.0,72.0,36.0,57.0,45.0,30.0
,C,40.0,64.0,36.0,53.0,26.0,26.0,74.0,9.0,25.0,47.0
B,B,38.0,47.0,58.0,49.0,20.0,,45.0,59.0,50.0,55.0
B,D,44.0,71.0,33.0,43.0,42.0,25.0,46.0,60.0,17.0,41.0
A,－,46.0,64.0,51.0,55.0,74.0,,55.0,,13.0,
B,D,62.0,,59.0,55.0,34.0,20.0,42.0,68.0,,
B,C,40.0,52.0,40.0,47.0,31.0,25.0,41.0,45.0,43.0,
,A,,58.0,22.0,52.0,49.0,,54.0,69.0,33.0,57.0
B,D,43.0,44.0,47.0,45.0,34.0,,43.0,56.0,35.0,61.0
A,D,,50.0,44.0,28.0,43.0,64.0,28.0,59.0,12.0,78.0
C,－,55.0,28.0,,,46.0,35.0,47.0,50.0,20.0,
C,D,41.0,44.0,,,39.0,20.0,47.0,50.0,,
B,S,78.0,79.0,,,,22.0,74.0,59.0,53.0,51.0
B,C,39.0,96.0,59.0,,42.0,23.0,,49.0,19.0,60.0
B,S,77.0,79.0,38.0,,35.0,50.0,58.0,31.0,34.0,
A,S,43.0,46.0,38.0,50.0,47.0,52.0,49.0,27.0,22.0,
B,－,27.0,55.0,51.0,40.0,25.0,52.0,67.0,14.0,32.0,52.0
B,B,,,54.0,53.0,40.0,30.0,42.0,41.0,30.0,56.0
C,B,,,56.0,,57.0,38.0,54.0,66.0,37.0,56.0
,C,65.0,41.0,22.0,52.0,25.0,41.0,22.0,,15.0,
A,－,49.0,40.0,34.0,38.0,20.0,,62.0,52.0,,69.0
B,D,67.0,,47.0,48.0,57.0,40.0,64.0,26.0,15.0,58.0
,B,,55.0,,,51.0,56.0,42.0,62.0,,59.0
B,S,,47.0,32.0,53.0,28.0,23.0,63.0,45.0,46.0,46.0
B,D,52.0,,48.0,,50.0,39.0,43.0,37.0,37.0,
B,C,,58.0,,43.0,39.0,39.0,24.0,,51.0,56.0
B,D,,46.0,48.0,52.0,30.0,45.0,,36.0,14.0,52.0
B,B,43.0,59.0,38.0,45.0,40.0,47.0,68.0,42.0,31.0,56.0
B,B,41.0,32.0,52.0,27.0,,56.0,48.0,62.0,36.0,67.0
B,S,44.0,,,,19.0,24.0,74.0,12.0,38.0,50.0
B,－,34.0,51.0,62.0,30.0,35.0,36.0,,66.0,30.0,
A,B,,51.0,33.0,64.0,11.0,33.0,,49.0,36.0,25.0
,S,55.0,62.0,50.0,49.0,47.0,,43.0,44.0,29.0,41.0
,A,,84.0,23.0,,41.0,,36.0,45.0,36.0,64.0
B,B,38.0,,57.0,,36.0,39.0,56.0,,34.0,52.0
B,A,45.0,59.0,54.0,35.0,25.0,19.0,50.0,35.0,41.0,78.0
B,B,50.0,,53.0,,36.0,44.0,64.0,58.0,38.0,
A,C,,55.0,41.0,,43.0,40.0,50.0,67.0,58.0,
B,D,38.0,46.0,53.0,44.0,27.0,67.0,27.0,,22.0,63.0
B,C,,43.0,57.0,57.0,29.0,30.0,51.0,46.0,47.0,47.0
,－,68.0,27.0,40.0,,23.0,46.0,,72.0,44.0,
B,－,49.0,65.0,58.0,81.0,61.0,23.0,39.0,72.0,34.0,56.0
B,D,56.0,73.0,51.0,71.0,51.0,27.0,,,50.0,54.0
,A,54.0,,42.0,44.0,46.0,,,,,
B,－,40.0,,,41.0,45.0,,53.0,67.0,16.0,48.0
A,－,29.0,42.0,49.0,50.0,36.0,,58.0,13.0,28.0,41.0
B,S,44.0,57.0,24.0,27.0,,19.0,,68.0,,73.0
A,A,51.0,87.0,43.0,55.0,48.0,40.0,74.0,52.0,40.0,67.0
,D,60.0,48.0,51.0,,52.0,19.0,29.0,71.0,,43.0
,S,63.0,,45.0,45.0,25.0,25.0,25.0,,44.0,60.0
,D,,38.0,38.0,30.0,39.0,55.0,60.0,17.0,39.0,32.0
C,C,53.0,33.0,53.0,,30.0,49.0,61.0,45.0,33.0,
A,S,42.0,73.0,25.0,42.0,,27.0,47.0,42.0,14.0,52.0
B,D,,,51.0,40.0,,30.0,62.0,,49.0,58.0
B,A,58.0,52.0,32.0,,,16.0,68.0,59.0,,66.0
B,A,,40.0,40.0,39.0,27.0,,,,15.0,49.0
B,D,27.0,,44.0,45.0,,39.0,59.0,21.0,55.0,48.0
A,S,33.0,76.0,26.0,45.0,38.0,19.0,74.0,33.0,23.0,59.0
B,－,38.0,39.0,30.0,49.0,,41.0,42.0,58.0,27.0,48.0
A,－,,41.0,44.0,41.0,66.0,67.0,,,29.0,58.0
C,D,29.0,39.0,55.0,35.0,41.0,48.0,74.0,65.0,44.0,
A,－,62.0,86.0,32.0,,43.0,46.0,,17.0,25.0,
A,A,56.0,39.0,,49.0,22.0,,55.0,49.0,,50.0
,B,,50.0,54.0,,32.0,41.0,69.0,,67.0,53.0
,C,68.0,,40.0,,,,54.0,,27.0,61.0
B,D,38.0,27.0,,26.0,32.0,62.0,57.0,10.0,33.0,
A,C,35.0,55.0,48.0,55.0,,16.0,65.0,72.0,44.0,46.0
,D,47.0,50.0,,29.0,51.0,37.0,28.0,,54.0,58.0
,A,,,69.0,,11.0,,,65.0,38.0,53.0
B,S,40.0,46.0,54.0,47.0,13.0,53.0,43.0,63.0,17.0,
C,S,,,35.0,,36.0,17.0,26.0,51.0,,42.0
A,－,,57.0,52.0,50.0,26.0,40.0,,19.0,29.0,63.0
A,A,40.0,54.0,35.0,46.0,29.0,52.0,67.0,23.0,41.0,58.0
B,－,83.0,57.0,43.0,38.0,,22.0,45.0,39.0,38.0,56.0
,S,61.0,,55.0,37.0,35.0,,44.0,51.0,,79.0
B,B,51.0,61.0,,36.0,25.0,51.0,53.0,63.0,,54.0
A,D,44.0,,44.0,44.0,58.0,24.0,40.0,20.0,38.0,57.0
A,C,45.0,,71.0,45.0,41.0,28.0,74.0,29.0,49.0,52.0
B,－,80.0,,,,68.0,75.0,27.0,21.0,29.0,
B,A,69.0,73.0,,74.0,30.0,,,48.0,16.0,56.0
B,C,,53.0,22.0,31.0,36.0,44.0,46.0,61.0,40.0,62.0
B,B,,63.0,49.0,46.0,20.0,58.0,65.0,72.0,51.0,
A,－,,80.0,,50.0,40.0,35.0,13.0,20.0,15.0,
C,B,59.0,39.0,53.0,48.0,43.0,64.0,,53.0,26.0,57.0
B,B,42.0,,44.0,42.0,32.0,18.0,,67.0,25.0,75.0
,－,37.0,86.0,57.0,56.0,,53.0,56.0,65.0,,46.0
B,D,36.0,,56.0,35.0,,38.0,47.0,,33.0,40.0
B,C,39.0,92.0,,,31.0,54.0,61.0,,37.0,57.0
B,B,,50.0,29.0,47.0,32.0,24.0,73.0,58.0,47.0,42.0
B,A,46.0,,52.0,51.0,39.0,38.0,74.0,,16.0,64.0
B,D,43.0,73.0,,34.0,50.0,51.0,50.0,28.0,16.0,62.0
A,－,,69.0,23.0,51.0,25.0,14.0,69.0,26.0,55.0,52.0
B,B,28.0,43.0,51.0,37.0,23.0,19.0,42.0,,48.0,56.0
A,B,44.0,45.0,26.0,,,,74.0,43.0,,65.0
B,B,32.0,30.0,,,34.0,31.0,74.0,14.0,27.0,
B,－,36.0,29.0,,,50.0,32.0,,69.0,,47.0
A,S,,48.0,38.0,43.0,37.0,61.0,56.0,,25.0,
C,S,,36.0,41.0,48.0,,20.0,22.0,,12.0,37.0
B,－,61.0,,36.0,62.0,35.0,44.0,,18.0,,71.0
,－,38.0,,,45.0,54.0,72.0,56.0,52.0,,35.0
B,D,29.0,88.0,66.0,,40.0,18.0,45.0,67.0,,50.0
B,C,66.0,50.0,,43.0,49.0,30.0,53.0,,,58.0
C,－,55.0,,62.0,38.0,24.0,,,48.0,,56.0
A,A,70.0,29.0,22.0,65.0,28.0,24.0,,46.0,17.0,45.0
B,D,38.0,51.0,54.0,57.0,48.0,37.0,,62.0,34.0,47.0
B,－,75.0,52.0,,47.0,41.0,14.0,41.0,36.0,39.0,42.0
B,B,,49.0,32.0,29.0,35.0,24.0,58.0,32.0,22.0,
A,D,33.0,32.0,35.0,55.0,32.0,,,,,44.0
A,S,58.0,59.0,47.0,57.0,46.0,28.0,56.0,69.0,51.0,43.0
A,D,52.0,59.0,77.0,49.0,34.0,58.0,70.0,62.0,,46.0
B,D,27.0,36.0,54.0,63.0,38.0,,57.0,,21.0,61.0
,－,49.0,,22.0,43.0,30.0,,54.0,53.0,,66.0
,D,42.0,94.0,51.0,45.0,52.0,17.0,,,28.0,55.0
,D,45.0,62.0,,28.0,40.0,,26.0,61.0,10.0,44.0
B,－,87.0,56.0,26.0,47.0,,53.0,,55.0,34.0,55.0
,B,,34.0,65.0,47.0,,38.0,56.0,72.0,52.0,47.0
B,D,39.0,45.0,72.0,39.0,,53.0,51.0,67.0,,
B,C,70.0,51.0,40.0,44.0,53.0,21.0,,20.0,,60.0
,D,34.0,56.0,48.0,52.0,,14.0,36.0,68.0,22.0,53.0
B,S,47.0,,32.0,59.0,51.0,52.0,43.0,26.0,,58.0
B,C,,34.0,,28.0,49.0,,,15.0,23.0,40.0
B,C,78.0,49.0,56.0,,29.0,49.0,,70.0,,69.0
B,D,58.0,,40.0,49.0,57.0,,39.0,64.0,32.0,41.0
B,D,61.0,51.0,,48.0,,39.0,55.0,61.0,52.0,52.0
B,S,,48.0,54.0,47.0,,45.0,59.0,,,44.0
A,B,27.0,63.0,44.0,49.0,50.0,45.0,55.0,20.0,,44.0
A,－,61.0,,39.0,40.0,37.0,59.0,29.0,74.0,36.0,
B,C,67.0,51.0,42.0,46.0,,43.0,48.0,,43.0,52.0
A,S,82.0,67.0,37.0,52.0,52.0,16.0,,31.0,26.0,56.0
A,－,49.0,53.0,54.0,,37.0,30.0,,21.0,30.0,31.0
,B,28.0,50.0,41.0,42.0,46.0,51.0,,66.0,10.0,43.0
B,D,35.0,,,41.0,37.0,49.0,69.0,57.0,58.0,
B,－,43.0,62.0,46.0,41.0,38.0,,40.0,41.0,40.0,42.0
B,B,,63.0,38.0,32.0,35.0,,34.0,43.0,21.0,79.0
,C,89.0,47.0,22.0,37.0,32.0,38.0,37.0,50.0,25.0,48.0
C,－,31.0,,48.0,43.0,35.0,52.0,62.0,65.0,33.0,55.0
,－,48.0,45.0,26.0,,48.0,46.0,42.0,25.0,12.0,50.0
A,C,68.0,58.0,,33.0,,27.0,,14.0,46.0,53.0
B,D,51.0,71.0,36.0,24.0,29.0,17.0,,,23.0,
,A,72.0,83.0,44.0,46.0,,60.0,53.0,,43.0,56.0
A,C,34.0,73.0,53.0,41.0,53.0,22.0,34.0,63.0,21.0,
C,－,72.0,28.0,42.0,36.0,58.0,63.0,34.0,74.0,28.0,73.0
,－,45.0,70.0,,75.0,36.0,14.0,37.0,73.0,33.0,54.0
B,C,68.0,46.0,,48.0,36.0,51.0,56.0,68.0,26.0,20.0
A,A,66.0,59.0,28.0,48.0,44.0,,26.0,24.0,49.0,61.0
B,B,62.0,81.0,71.0,36.0,38.0,47.0,,32.0,10.0,51.0
B,S,67.0,,40.0,42.0,53.0,52.0,51.0,68.0,,46.0
,D,40.0,77.0,59.0,,23.0,50.0,58.0,,37.0,37.0
B,A,47.0,47.0,,51.0,11.0,19.0,55.0,,10.0,54.0
B,A,44.0,,32.0,59.0,19.0,26.0,52.0,57.0,31.0,50.0
C,S,43.0,46.0,51.0,47.0,25.0,45.0,74.0,,29.0,61.0
B,A,31.0,,,64.0,34.0,52.0,74.0,48.0,24.0,58.0
B,B,74.0,54.0,42.0,50.0,17.0,21.0,41.0,34.0,40.0,56.0
C,B,65.0,52.0,39.0,37.0,42.0,48.0,60.0,55.0,54.0,49.0
B,D,49.0,,40.0,45.0,42.0,42.0,46.0,,22.0,53.0
B,B,,84.0,48.0,,,44.0,42.0,10.0,,55.0
B,B,60.0,,63.0,55.0,57.0,22.0,,17.0,24.0,48.0
A,B,84.0,65.0,,49.0,36.0,,59.0,41.0,51.0,50.0
B,－,,31.0,65.0,,17.0,25.0,49.0,50.0,,
B,D,29.0,90.0,,50.0,53.0,22.0,40.0,72.0,40.0,
A,D,40.0,47.0,28.0,62.0,60.0,36.0,,66.0,49.0,51.0
B,D,,96.0,,,35.0,37.0,74.0,67.0,54.0,55.0
A,B,,57.0,,,52.0,26.0,74.0,,26.0,52.0
B,B,38.0,67.0,51.0,,38.0,46.0,50.0,,16.0,44.0
A,A,,33.0,,76.0,29.0,52.0,71.0,,22.0,50.0
B,－,27.0,,40.0,,32.0,53.0,66.0,69.0,14.0,59.0
B,B,64.0,,23.0,51.0,,53.0,43.0,,43.0,61.0
B,D,42.0,52.0,47.0,,40.0,,38.0,40.0,,59.0
B,C,32.0,31.0,62.0,31.0,14.0,43.0,65.0,61.0,,52.0
A,B,40.0,52.0,48.0,49.0,11.0,44.0,,47.0,26.0,55.0
B,C,27.0,34.0,51.0,53.0,,29.0,68.0,,43.0,54.0
A,D,67.0,96.0,22.0,76.0,44.0,,64.0,47.0,,64.0
B,－,81.0,,43.0,,33.0,44.0,,,39.0,53.0
A,－,49.0,79.0,46.0,46.0,63.0,21.0,49.0,61.0,24.0,53.0
,A,42.0,,30.0,44.0,,25.0,,,22.0,60.0
B,A,50.0,31.0,58.0,41.0,33.0,49.0,56.0,64.0,20.0,54.0
B,S,53.0,51.0,46.0,,,34.0,61.0,51.0,32.0,58.0
C,S,36.0,45.0,56.0,79.0,52.0,49.0,33.0,54.0,,60.0
B,C,,31.0,39.0,45.0,56.0,,,61.0,45.0,63.0
A,B,84.0,24.0,27.0,,39.0,36.0,35.0,48.0,,
C,C,30.0,32.0,40.0,46.0,37.0,,66.0,34.0,32.0,39.0
B,D,,50.0,42.0,43.0,30.0,44.0,68.0,23.0,53.0,75.0
A,B,,42.0,49.0,26.0,42.0,41.0,43.0,37.0,,54.0
,S,32.0,,44.0,43.0,56.0,27.0,58.0,55.0,,44.0
B,B,27.0,49.0,62.0,,35.0,19.0,,52.0,,
B,C,,29.0,49.0,37.0,,26.0,40.0,64.0,34.0,74.0
A,A,42.0,69.0,23.0,28.0,42.0,,45.0,41.0,,47.0
A,C,29.0,51.0,22.0,42.0,52.0,16.0,,20.0,,44.0
B,B,59.0,48.0,51.0,27.0,25.0,51.0,41.0,64.0,39.0,54.0
B,D,44.0,41.0,,54.0,26.0,24.0,62.0,63.0,26.0,64.0
A,C,,49.0,28.0,26.0,28.0,65.0,68.0,,,
